2/23/05,"$30,000"
3/2/05,"$30,000"
3/9/05,"$30,000"
3/16/05,"$30,000"
3/23/05,"$30,000"
3/30/05,"$30,000"
4/6/05,"$30,000"
4/13/05,"$29,500"
4/20/05,"$29,500"
4/27/05,#N/A
5/4/05,"$28,833"
5/11/05,"$28,833"
5/18/05,"$28,833"
5/25/05,"$28,833"
6/1/05,"$28,833"
6/8/05,"$29,333"
6/15/05,"$29,333"
6/22/05,"$28,333"
6/29/05,"$28,167"
7/6/05,"$28,000"
7/13/05,"$28,000"
7/20/05,"$28,000"
7/27/05,"$28,000"
8/3/05,"$28,667"
8/10/05,"$29,167"
8/17/05,"$29,167"
8/24/05,"$29,667"
8/31/05,"$29,667"
9/7/05,"$31,333"
9/14/05,"$31,667"
9/21/05,"$31,667"
9/28/05,"$31,667"
10/5/05,"$31,500"
10/12/05,"$32,500"
10/19/05,"$32,667"
10/26/05,"$34,167"
11/2/05,"$34,500"
11/9/05,"$43,333"
11/16/05,"$45,000"
11/23/05,"$43,333"
11/30/05,"$43,333"
12/7/05,"$43,333"
12/14/05,"$43,333"
12/21/05,"$43,333"
12/28/05,#N/A
1/4/06,"$43,333"
1/11/06,"$45,000"
1/18/06,"$45,000"
1/25/06,"$45,000"
2/1/06,"$46,667"
2/8/06,"$48,333"
2/15/06,"$48,333"
2/22/06,"$46,667"
3/1/06,"$45,000"
3/8/06,"$43,333"
3/15/06,"$43,333"
3/22/06,"$42,667"
3/29/06,"$42,667"
4/5/06,"$41,000"
4/12/06,#N/A
4/19/06,"$41,000"
4/26/06,"$41,000"
5/3/06,"$55,000"
5/10/06,"$50,000"
5/17/06,"$45,000"
5/24/06,"$41,667"
5/31/06,"$41,667"
6/7/06,"$41,667"
6/14/06,"$41,667"
6/21/06,"$41,667"
6/28/06,"$41,333"
7/5/06,"$41,000"
7/12/06,"$40,833"
7/19/06,"$40,833"
7/26/06,"$40,833"
8/2/06,"$40,833"
8/9/06,"$40,000"
8/16/06,"$40,833"
8/23/06,"$40,667"
8/30/06,"$40,667"
9/6/06,"$40,667"
9/13/06,"$40,000"
9/20/06,"$36,667"
9/27/06,"$35,000"
10/4/06,"$31,667"
10/11/06,"$31,667"
10/18/06,"$30,000"
10/25/06,"$29,167"
11/1/06,"$28,333"
11/8/06,"$27,500"
11/15/06,"$30,833"
11/22/06,"$30,833"
11/29/06,"$30,833"
12/6/06,"$30,833"
12/13/06,"$31,333"
12/20/06,"$31,333"
12/27/06,"$31,333"
1/3/07,"$31,333"
1/10/07,"$30,833"
1/17/07,"$30,833"
1/24/07,"$30,833"
1/31/07,"$30,833"
2/7/07,"$31,667"
2/14/07,"$33,667"
