Quandl Code|Date|Value
LPG_F/VLGC_FR|4-Apr-04|400|2|180,000|1|160,000|1|220,000|4|800,000
LPG_F/VLGC_FR|11-Apr-04|401|1|250,000|0|250,000|1|180,000|4|730,000
LPG_F/VLGC_FR|18-Apr-04|401|0|200,000|0|175,000|0|0|4|530,000
LPG_F/VLGC_FR|25-Apr-04|402|1|0|0|0|3|0|6|530,000
LPG_F/VLGC_FR|2-May-04|402|0|0|0|0|2|0|8|530,000
LPG_F/VLGC_FR|9-May-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|16-May-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|23-May-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|30-May-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|6-Jun-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|13-Jun-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|20-Jun-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|27-Jun-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|4-Jul-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|11-Jul-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|18-Jul-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|25-Jul-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|1-Aug-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|8-Aug-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|15-Aug-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|22-Aug-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|29-Aug-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|5-Sep-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|12-Sep-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|19-Sep-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|26-Sep-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|3-Oct-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|10-Oct-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|17-Oct-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|24-Oct-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|31-Oct-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|7-Nov-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|14-Nov-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|21-Nov-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|28-Nov-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|5-Dec-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|12-Dec-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|19-Dec-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|26-Dec-04|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|2-Jan-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|9-Jan-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|16-Jan-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|23-Jan-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|30-Jan-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|6-Feb-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|13-Feb-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|20-Feb-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|27-Feb-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|6-Mar-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|13-Mar-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|20-Mar-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|27-Mar-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|3-Apr-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|10-Apr-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|17-Apr-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|24-Apr-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|1-May-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|8-May-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|15-May-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|22-May-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|29-May-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|5-Jun-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|12-Jun-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|19-Jun-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|26-Jun-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|3-Jul-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|10-Jul-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|17-Jul-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|24-Jul-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|31-Jul-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|7-Aug-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|14-Aug-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|21-Aug-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|28-Aug-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|4-Sep-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|11-Sep-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|18-Sep-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|25-Sep-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|2-Oct-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|9-Oct-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|16-Oct-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|23-Oct-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|30-Oct-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|6-Nov-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|13-Nov-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|20-Nov-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|27-Nov-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|4-Dec-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|11-Dec-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|18-Dec-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|25-Dec-05|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|1-Jan-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|8-Jan-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|15-Jan-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|22-Jan-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|29-Jan-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|5-Feb-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|12-Feb-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|19-Feb-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|26-Feb-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|5-Mar-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|12-Mar-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|19-Mar-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|26-Mar-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|2-Apr-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|9-Apr-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|16-Apr-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|23-Apr-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|30-Apr-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|7-May-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|14-May-06|402|0|0|0|0|0|0|8|530,000
LPG_F/VLGC_FR|21-May-06|402|0|0|0|0|0|0|8|530,000
